ProductID,Fecha,Mes,Unidades,Product_name,Price_PLN_per_unit,PLN
P004,2026-05-01,5,129.15042114257812,Product 004,28.22,3644.6248846435547
P004,2026-06-01,6,138.30593872070312,Product 004,28.22,3902.993590698242
P004,2026-07-01,7,144.25485229492188,Product 004,28.22,4070.871931762695
P004,2026-08-01,8,144.53646850585938,Product 004,28.22,4078.8191412353513
P004,2026-09-01,9,137.86546325683594,Product 004,28.22,3890.56337310791
P004,2026-10-01,10,132.6458282470703,Product 004,28.22,3743.265273132324
P004,2026-11-01,11,152.736083984375,Product 004,28.22,4310.212290039062
P004,2026-12-01,12,135.2470703125,Product 004,28.22,3816.67232421875
P005,2026-01-01,1,31.540332794189453,Product 005,84.54,2666.4197344207764
P005,2026-02-01,2,31.029529571533203,Product 005,84.54,2623.236429977417
P005,2026-03-01,3,31.52936363220215,Product 005,84.54,2665.4924014663698
P005,2026-04-01,4,31.029529571533203,Product 005,84.54,2623.236429977417
P005,2026-05-01,5,33.641685485839844,Product 005,84.54,2844.068090972901
P005,2026-06-01,6,34.99253463745117,Product 005,84.54,2958.2688782501223
P005,2026-07-01,7,35.623992919921875,Product 005,84.54,3011.6523614501957
P005,2026-08-01,8,35.015419006347656,Product 005,84.54,2960.203522796631
P005,2026-09-01,9,33.260433197021484,Product 005,84.54,2811.8370224761966
P005,2026-10-01,10,33.260433197021484,Product 005,84.54,2811.8370224761966
P005,2026-11-01,11,31.83698081970215,Product 005,84.54,2691.49835849762
P005,2026-12-01,12,31.83698081970215,Product 005,84.54,2691.49835849762
P006,2026-01-01,1,61.790889739990234,Product 006,35.65,2202.8452192306518
P006,2026-02-01,2,55.816585540771484,Product 006,35.65,1989.8612745285034
P006,2026-03-01,3,56.69951629638672,Product 006,35.65,2021.3377559661865
P006,2026-04-01,4,63.09611892700195,Product 006,35.65,2249.3766397476197
P006,2026-05-01,5,56.22903060913086,Product 006,35.65,2004.564941215515
P006,2026-06-01,6,66.1621322631836,Product 006,35.65,2358.680015182495
P006,2026-07-01,7,60.76490020751953,Product 006,35.65,2166.2686923980714
P006,2026-08-01,8,55.808013916015625,Product 006,35.65,1989.555696105957
P006,2026-09-01,9,55.569122314453125,Product 006,35.65,1981.0392105102537
P006,2026-10-01,10,62.33748245239258,Product 006,35.65,2222.3312494277952
P006,2026-11-01,11,57.94955825805664,Product 006,35.65,2065.9017518997193
P006,2026-12-01,12,61.63410186767578,Product 006,35.65,2197.2557315826416
P007,2026-01-01,1,89.5085220336914,Product 007,15.3,1369.4803871154786
P007,2026-02-01,2,81.7556381225586,Product 007,15.3,1250.8612632751465
P007,2026-03-01,3,76.51758575439453,Product 007,15.3,1170.7190620422364
P007,2026-04-01,4,76.68167114257812,Product 007,15.3,1173.2295684814453
P007,2026-05-01,5,79.99491119384766,Product 007,15.3,1223.9221412658692
P007,2026-06-01,6,83.97651672363281,Product 007,15.3,1284.840705871582
P007,2026-07-01,7,85.95860290527344,Product 007,15.3,1315.1666244506837
P007,2026-08-01,8,87.25438690185547,Product 007,15.3,1334.9921195983886
P007,2026-09-01,9,82.6799087524414,Product 007,15.3,1265.0026039123536
P007,2026-10-01,10,85.55412292480469,Product 007,15.3,1308.9780807495117
P007,2026-11-01,11,85.64794158935547,Product 007,15.3,1310.4135063171386
P007,2026-12-01,12,84.77394104003906,Product 007,15.3,1297.0412979125977
P008,2026-01-01,1,104.64726257324219,Product 008,8.61,901.0129307556152
P008,2026-02-01,2,84.4686508178711,Product 008,8.61,727.2750835418701
P008,2026-03-01,3,97.0424575805664,Product 008,8.61,835.5355597686766
P008,2026-04-01,4,95.66242218017578,Product 008,8.61,823.6534549713134
P008,2026-05-01,5,129.03944396972656,Product 008,8.61,1111.0296125793457
P008,2026-06-01,6,156.7523193359375,Product 008,8.61,1349.6374694824217
P008,2026-07-01,7,137.45887756347656,Product 008,8.61,1183.5209358215332
P008,2026-08-01,8,184.966064453125,Product 008,8.61,1592.5578149414061
P008,2026-09-01,9,107.43024444580078,Product 008,8.61,924.9744046783446
P008,2026-10-01,10,122.46463012695312,Product 008,8.61,1054.4204653930663
P008,2026-11-01,11,114.4771728515625,Product 008,8.61,985.6484582519531
P008,2026-12-01,12,103.44952392578125,Product 008,8.61,890.7004010009765
P009,2026-01-01,1,88.28073120117188,Product 009,45.15,3985.8750137329102
P009,2026-02-01,2,91.1574935913086,Product 009,45.15,4115.760835647583
P009,2026-03-01,3,85.82676696777344,Product 009,45.15,3875.0785285949705
P009,2026-04-01,4,87.28609466552734,Product 009,45.15,3940.9671741485595
P009,2026-05-01,5,102.79816436767578,Product 009,45.15,4641.337121200561
P009,2026-06-01,6,101.29290771484375,Product 009,45.15,4573.3747833251955
P009,2026-07-01,7,107.71467590332031,Product 009,45.15,4863.317617034912
P009,2026-08-01,8,122.68120574951172,Product 009,45.15,5539.056439590454
P009,2026-09-01,9,94.13541412353516,Product 009,45.15,4250.213947677612
P009,2026-10-01,10,94.17400360107422,Product 009,45.15,4251.956262588501
P009,2026-11-01,11,93.8932113647461,Product 009,45.15,4239.278493118286
P009,2026-12-01,12,87.88850402832031,Product 009,45.15,3968.165956878662
P010,2026-01-01,1,84.26558685302734,Product 010,22.46,1892.6050807189943
P010,2026-02-01,2,81.80646514892578,Product 010,22.46,1837.3732072448731
P010,2026-03-01,3,86.98737335205078,Product 010,22.46,1953.7364054870607
P010,2026-04-01,4,87.60259246826172,Product 010,22.46,1967.5542268371582
P010,2026-05-01,5,85.7204818725586,Product 010,22.46,1925.282022857666
P010,2026-06-01,6,89.98466491699219,Product 010,22.46,2021.0555740356447
P010,2026-07-01,7,94.93769073486328,Product 010,22.46,2132.300533905029
P010,2026-08-01,8,99.58561706542969,Product 010,22.46,2236.692959289551
P010,2026-09-01,9,85.65201568603516,Product 010,22.46,1923.7442723083498
P010,2026-10-01,10,86.67481231689453,Product 010,22.46,1946.7162846374513
P010,2026-11-01,11,83.30257415771484,Product 010,22.46,1870.9758155822756
P010,2026-12-01,12,83.49224090576172,Product 010,22.46,1875.2357307434083
P011,2026-01-01,1,59.69767761230469,Product 011,26.96,1609.4493884277344
P011,2026-02-01,2,61.94099426269531,Product 011,26.96,1669.9292053222657
P011,2026-03-01,3,59.93231201171875,Product 011,26.96,1615.7751318359376
P011,2026-04-01,4,57.345558166503906,Product 011,26.96,1546.0362481689453
P011,2026-05-01,5,60.83543014526367,Product 011,26.96,1640.1231967163087
P011,2026-06-01,6,66.5979995727539,Product 011,26.96,1795.4820684814454
P011,2026-07-01,7,64.40569305419922,Product 011,26.96,1736.377484741211
P011,2026-08-01,8,64.48080444335938,Product 011,26.96,1738.4024877929687
P011,2026-09-01,9,59.273990631103516,Product 011,26.96,1598.0267874145509
P011,2026-10-01,10,56.34832763671875,Product 011,26.96,1519.1509130859376
P011,2026-11-01,11,57.160648345947266,Product 011,26.96,1541.0510794067384
P011,2026-12-01,12,60.06665802001953,Product 011,26.96,1619.3971002197266
P012,2026-01-01,1,93.92420959472656,Product 012,18.06,1696.2712252807617
P012,2026-02-01,2,96.26165008544922,Product 012,18.06,1738.4854005432128
P012,2026-03-01,3,89.44754791259766,Product 012,18.06,1615.4227153015136
P012,2026-04-01,4,88.87265014648438,Product 012,18.06,1605.0400616455076
P012,2026-05-01,5,108.15567779541016,Product 012,18.06,1953.2915409851073
P012,2026-06-01,6,106.89156341552734,Product 012,18.06,1930.4616352844237
P012,2026-07-01,7,105.68054962158203,Product 012,18.06,1908.5907261657715
P012,2026-08-01,8,111.25164031982422,Product 012,18.06,2009.2046241760252
P012,2026-09-01,9,89.2742691040039,Product 012,18.06,1612.2933000183104
P012,2026-10-01,10,87.97216033935547,Product 012,18.06,1588.7772157287598
P012,2026-11-01,11,87.33241271972656,Product 012,18.06,1577.2233737182617
P012,2026-12-01,12,94.07798767089844,Product 012,18.06,1699.0484573364256
P013,2026-01-01,1,144.69100952148438,Product 013,8.0,1157.528076171875
P013,2026-02-01,2,146.7622528076172,Product 013,8.0,1174.0980224609375
P013,2026-03-01,3,151.71023559570312,Product 013,8.0,1213.681884765625
P013,2026-04-01,4,157.95132446289062,Product 013,8.0,1263.610595703125
P013,2026-05-01,5,162.856689453125,Product 013,8.0,1302.853515625
P013,2026-06-01,6,160.27093505859375,Product 013,8.0,1282.16748046875
P013,2026-07-01,7,196.9678497314453,Product 013,8.0,1575.7427978515625
P013,2026-08-01,8,279.6319885253906,Product 013,8.0,2237.055908203125
P013,2026-09-01,9,130.83004760742188,Product 013,8.0,1046.640380859375
P013,2026-10-01,10,151.88284301757812,Product 013,8.0,1215.062744140625
P013,2026-11-01,11,118.62484741210938,Product 013,8.0,948.998779296875
P013,2026-12-01,12,186.699462890625,Product 013,8.0,1493.595703125
P014,2026-01-01,1,32.181217193603516,Product 014,56.33,1812.767964515686
P014,2026-02-01,2,31.05935287475586,Product 014,56.33,1749.5733474349975
P014,2026-03-01,3,33.4765510559082,Product 014,56.33,1885.734120979309
P014,2026-04-01,4,31.24170684814453,Product 014,56.33,1759.8453467559814
P014,2026-05-01,5,33.853851318359375,Product 014,56.33,1906.9874447631835
P014,2026-06-01,6,37.1182861328125,Product 014,56.33,2090.873057861328
P014,2026-07-01,7,33.733028411865234,Product 014,56.33,1900.1814904403686
P014,2026-08-01,8,37.02992630004883,Product 014,56.33,2085.8957484817506
P014,2026-09-01,9,32.59092330932617,Product 014,56.33,1835.8467100143432
P014,2026-10-01,10,32.59092330932617,Product 014,56.33,1835.8467100143432
P014,2026-11-01,11,31.27873420715332,Product 014,56.33,1761.9310978889464
P014,2026-12-01,12,31.167490005493164,Product 014,56.33,1755.6647120094299
P015,2026-01-01,1,108.67477416992188,Product 015,40.95,4450.232002258301
P015,2026-02-01,2,107.34931182861328,Product 015,40.95,4395.954319381714
P015,2026-03-01,3,110.27790832519531,Product 015,40.95,4515.880345916748
P015,2026-04-01,4,95.83993530273438,Product 015,40.95,3924.645350646973
P015,2026-05-01,5,116.0960922241211,Product 015,40.95,4754.1349765777595
P015,2026-06-01,6,114.5363540649414,Product 015,40.95,4690.263698959351
P015,2026-07-01,7,117.42565155029297,Product 015,40.95,4808.580430984497
P015,2026-08-01,8,128.4012451171875,Product 015,40.95,5258.030987548828
P015,2026-09-01,9,120.76544189453125,Product 015,40.95,4945.344845581055
P015,2026-10-01,10,111.59430694580078,Product 015,40.95,4569.7868694305425
P015,2026-11-01,11,114.51776123046875,Product 015,40.95,4689.502322387696
P015,2026-12-01,12,103.0899658203125,Product 015,40.95,4221.534100341797
P016,2026-01-01,1,73.90593719482422,Product 016,33.66,2487.673845977783
P016,2026-02-01,2,68.69505310058594,Product 016,33.66,2312.2754873657223
P016,2026-03-01,3,70.26142883300781,Product 016,33.66,2364.999694519043
P016,2026-04-01,4,71.31002807617188,Product 016,33.66,2400.295545043945
P016,2026-05-01,5,69.84473419189453,Product 016,33.66,2350.9737528991695
P016,2026-06-01,6,70.92018127441406,Product 016,33.66,2387.173301696777
P016,2026-07-01,7,81.26522827148438,Product 016,33.66,2735.3875836181637
P016,2026-08-01,8,81.34992218017578,Product 016,33.66,2738.2383805847167
P016,2026-09-01,9,75.11541748046875,Product 016,33.66,2528.384952392578
P016,2026-10-01,10,72.1162109375,Product 016,33.66,2427.4316601562496
P016,2026-11-01,11,71.63064575195312,Product 016,33.66,2411.087536010742
P016,2026-12-01,12,68.75923156738281,Product 016,33.66,2314.435734558105
P017,2026-01-01,1,56.10368347167969,Product 017,46.9,2631.2627548217774
P017,2026-02-01,2,60.90447998046875,Product 017,46.9,2856.4201110839845
P017,2026-03-01,3,55.053958892822266,Product 017,46.9,2582.0306720733643
P017,2026-04-01,4,57.28049087524414,Product 017,46.9,2686.45502204895
P017,2026-05-01,5,62.60020446777344,Product 017,46.9,2935.949589538574
P017,2026-06-01,6,63.284027099609375,Product 017,46.9,2968.0208709716794
P017,2026-07-01,7,60.153350830078125,Product 017,46.9,2821.192153930664
P017,2026-08-01,8,63.59670639038086,Product 017,46.9,2982.6855297088623
P017,2026-09-01,9,55.69404602050781,Product 017,46.9,2612.0507583618164
P017,2026-10-01,10,59.23786163330078,Product 017,46.9,2778.2557106018066
P017,2026-11-01,11,62.77576446533203,Product 017,46.9,2944.1833534240723
P017,2026-12-01,12,58.00713348388672,Product 017,46.9,2720.534560394287
P018,2026-01-01,1,35.10197067260742,Product 018,11.2,393.1420715332031
P018,2026-02-01,2,32.603267669677734,Product 018,11.2,365.1565979003906
P018,2026-03-01,3,34.58796310424805,Product 018,11.2,387.3851867675781
P018,2026-04-01,4,33.75963592529297,Product 018,11.2,378.1079223632812
P018,2026-05-01,5,34.39406204223633,Product 018,11.2,385.21349487304684
P018,2026-06-01,6,41.54878234863281,Product 018,11.2,465.3463623046875
P018,2026-07-01,7,39.8885612487793,Product 018,11.2,446.7518859863281
P018,2026-08-01,8,38.8849983215332,Product 018,11.2,435.51198120117186
P018,2026-09-01,9,37.89573287963867,Product 018,11.2,424.4322082519531
P018,2026-10-01,10,35.736995697021484,Product 018,11.2,400.2543518066406
P018,2026-11-01,11,34.008052825927734,Product 018,11.2,380.8901916503906
P018,2026-12-01,12,35.67988586425781,Product 018,11.2,399.6147216796875
P019,2026-01-01,1,55.776145935058594,Product 019,124.79,6960.305251235963
P019,2026-02-01,2,43.79341125488281,Product 019,124.79,5464.979790496826
P019,2026-03-01,3,42.24290084838867,Product 019,124.79,5271.491596870423
P019,2026-04-01,4,42.42686080932617,Product 019,124.79,5294.447960395813
P019,2026-05-01,5,48.028865814208984,Product 019,124.79,5993.5221649551395
P019,2026-06-01,6,47.30133056640625,Product 019,124.79,5902.733041381836
P019,2026-07-01,7,53.39146423339844,Product 019,124.79,6662.720821685792
P019,2026-08-01,8,50.53075408935547,Product 019,124.79,6305.732802810669
P019,2026-09-01,9,47.01510238647461,Product 019,124.79,5867.014626808167
P019,2026-10-01,10,45.94578170776367,Product 019,124.79,5733.574099311829
P019,2026-11-01,11,44.982582092285156,Product 019,124.79,5613.376419296265
P019,2026-12-01,12,42.915802001953125,Product 019,124.79,5355.46293182373
P020,2026-01-01,1,211.97076416015625,Product 020,22.44,4756.623947753907
P020,2026-02-01,2,200.79580688476562,Product 020,22.44,4505.8579064941405
P020,2026-03-01,3,160.91419982910156,Product 020,22.44,3610.914644165039
P020,2026-04-01,4,187.91098022460938,Product 020,22.44,4216.722396240235
P020,2026-05-01,5,182.49771118164062,Product 020,22.44,4095.248638916016
P020,2026-06-01,6,238.67449951171875,Product 020,22.44,5355.855769042969
P020,2026-07-01,7,287.74505615234375,Product 020,22.44,6456.999060058594
P020,2026-08-01,8,271.2095031738281,Product 020,22.44,6085.941251220704
P020,2026-09-01,9,181.33937072753906,Product 020,22.44,4069.2554791259768
P020,2026-10-01,10,174.40353393554688,Product 020,22.44,3913.615301513672
P020,2026-11-01,11,167.76910400390625,Product 020,22.44,3764.7386938476566
P020,2026-12-01,12,237.11532592773438,Product 020,22.44,5320.86791381836
P021,2026-01-01,1,48.82346725463867,Product 021,37.33,1822.5800326156616
P021,2026-02-01,2,45.66730880737305,Product 021,37.33,1704.7606377792358
P021,2026-03-01,3,47.159149169921875,Product 021,37.33,1760.4510385131834
P021,2026-04-01,4,46.40407180786133,Product 021,37.33,1732.2640005874632
P021,2026-05-01,5,51.321319580078125,Product 021,37.33,1915.8248599243163
P021,2026-06-01,6,53.22164535522461,Product 021,37.33,1986.7640211105345
P021,2026-07-01,7,52.05485534667969,Product 021,37.33,1943.2077500915527
P021,2026-08-01,8,54.61765670776367,Product 021,37.33,2038.8771249008178
P021,2026-09-01,9,49.84566879272461,Product 021,37.33,1860.7388160324097
P021,2026-10-01,10,47.81486511230469,Product 021,37.33,1784.928914642334
P021,2026-11-01,11,47.65168762207031,Product 021,37.33,1778.8374989318847
P021,2026-12-01,12,49.12158203125,Product 021,37.33,1833.7086572265623
P022,2026-01-01,1,47.6959228515625,Product 022,49.88,2379.0726318359375
P022,2026-02-01,2,44.19951248168945,Product 022,49.88,2204.67168258667
P022,2026-03-01,3,41.025760650634766,Product 022,49.88,2046.3649412536622
P022,2026-04-01,4,39.53251647949219,Product 022,49.88,1971.8819219970703
P022,2026-05-01,5,40.4976921081543,Product 022,49.88,2020.0248823547365
P022,2026-06-01,6,46.25049591064453,Product 022,49.88,2306.9747360229494
P022,2026-07-01,7,50.38460922241211,Product 022,49.88,2513.184308013916
P022,2026-08-01,8,49.48417663574219,Product 022,49.88,2468.27073059082
P022,2026-09-01,9,46.19784927368164,Product 022,49.88,2304.3487217712404
P022,2026-10-01,10,45.221683502197266,Product 022,49.88,2255.6575730895997
P022,2026-11-01,11,43.93073654174805,Product 022,49.88,2191.2651387023925
P022,2026-12-01,12,45.92979049682617,Product 022,49.88,2290.9779499816896
P023,2026-01-01,1,57.06287384033203,Product 023,8.0,456.50299072265625
P023,2026-02-01,2,65.36407470703125,Product 023,8.0,522.91259765625
P023,2026-03-01,3,52.46000289916992,Product 023,8.0,419.6800231933594
P023,2026-04-01,4,54.259803771972656,Product 023,8.0,434.07843017578125
P023,2026-05-01,5,64.2421646118164,Product 023,8.0,513.9373168945312
P023,2026-06-01,6,67.44155883789062,Product 023,8.0,539.532470703125
P023,2026-07-01,7,69.1528549194336,Product 023,8.0,553.2228393554688
P023,2026-08-01,8,75.14356994628906,Product 023,8.0,601.1485595703125
P023,2026-09-01,9,63.464508056640625,Product 023,8.0,507.716064453125
P023,2026-10-01,10,59.5193977355957,Product 023,8.0,476.1551818847656
P023,2026-11-01,11,64.86969757080078,Product 023,8.0,518.9575805664062
P023,2026-12-01,12,56.738616943359375,Product 023,8.0,453.908935546875
P024,2026-01-01,1,49.975616455078125,Product 024,100.14,5004.558231811524
P024,2026-02-01,2,47.400543212890625,Product 024,100.14,4746.690397338867
P024,2026-03-01,3,50.90613555908203,Product 024,100.14,5097.740414886474
P024,2026-04-01,4,46.3521842956543,Product 024,100.14,4641.707735366821
P024,2026-05-01,5,57.452674865722656,Product 024,100.14,5753.310861053466
P024,2026-06-01,6,65.81665802001953,Product 024,100.14,6590.880134124756
P024,2026-07-01,7,58.813602447509766,Product 024,100.14,5889.594149093628
P024,2026-08-01,8,59.31108474731445,Product 024,100.14,5939.412026596069
P024,2026-09-01,9,57.40687561035156,Product 024,100.14,5748.724523620605
P024,2026-10-01,10,51.74563217163086,Product 024,100.14,5181.807605667114
P024,2026-11-01,11,54.032772064208984,Product 024,100.14,5410.841794509888
P024,2026-12-01,12,53.13025665283203,Product 024,100.14,5320.4639012146
P025,2026-01-01,1,68.66525268554688,Product 025,29.73,2041.4179623413086
P025,2026-02-01,2,71.86848449707031,Product 025,29.73,2136.6500440979003
P025,2026-03-01,3,62.15557861328125,Product 025,29.73,1847.8853521728515
P025,2026-04-01,4,69.5488510131836,Product 025,29.73,2067.6873406219484
P025,2026-05-01,5,74.98031616210938,Product 025,29.73,2229.164799499512
P025,2026-06-01,6,88.65361785888672,Product 025,29.73,2635.6720589447023
P025,2026-07-01,7,82.92352294921875,Product 025,29.73,2465.3163372802733
P025,2026-08-01,8,94.02501678466797,Product 025,29.73,2795.3637490081787
P025,2026-09-01,9,82.73924255371094,Product 025,29.73,2459.8376811218263
P025,2026-10-01,10,76.06640625,Product 025,29.73,2261.4542578125
P025,2026-11-01,11,72.1395034790039,Product 025,29.73,2144.707438430786
P025,2026-12-01,12,67.26431274414062,Product 025,29.73,1999.768017883301
P026,2026-01-01,1,146.61180114746094,Product 026,8.0,1172.8944091796875
P026,2026-02-01,2,157.7631378173828,Product 026,8.0,1262.1051025390625
P026,2026-03-01,3,152.39129638671875,Product 026,8.0,1219.13037109375
P026,2026-04-01,4,161.36724853515625,Product 026,8.0,1290.93798828125
P026,2026-05-01,5,172.75270080566406,Product 026,8.0,1382.0216064453125
P026,2026-06-01,6,149.29685974121094,Product 026,8.0,1194.3748779296875
P026,2026-07-01,7,158.7018585205078,Product 026,8.0,1269.6148681640625
P026,2026-08-01,8,171.167236328125,Product 026,8.0,1369.337890625
P026,2026-09-01,9,142.6846160888672,Product 026,8.0,1141.4769287109375
P026,2026-10-01,10,157.9484100341797,Product 026,8.0,1263.5872802734375
P026,2026-11-01,11,166.38247680664062,Product 026,8.0,1331.059814453125
P026,2026-12-01,12,138.7594757080078,Product 026,8.0,1110.0758056640625
P027,2026-01-01,1,59.115478515625,Product 027,21.74,1285.1705029296875
P027,2026-02-01,2,58.66321563720703,Product 027,21.74,1275.3383079528808
P027,2026-03-01,3,54.878639221191406,Product 027,21.74,1193.0616166687012
P027,2026-04-01,4,58.46488952636719,Product 027,21.74,1271.0266983032225
P027,2026-05-01,5,65.03889465332031,Product 027,21.74,1413.9455697631836
P027,2026-06-01,6,65.85404968261719,Product 027,21.74,1431.6670401000977
P027,2026-07-01,7,59.40438461303711,Product 027,21.74,1291.4513214874266
P027,2026-08-01,8,60.43751525878906,Product 027,21.74,1313.911581726074
P027,2026-09-01,9,59.455055236816406,Product 027,21.74,1292.5529008483886
P027,2026-10-01,10,60.5074462890625,Product 027,21.74,1315.4318823242186
P027,2026-11-01,11,62.94915771484375,Product 027,21.74,1368.5146887207031
P027,2026-12-01,12,62.76348876953125,Product 027,21.74,1364.4782458496093
P028,2026-01-01,1,69.70423889160156,Product 028,220.81,15391.392989654541
P028,2026-02-01,2,71.59954833984375,Product 028,220.81,15809.896268920898
P028,2026-03-01,3,71.31084442138672,Product 028,220.81,15746.147556686401
P028,2026-04-01,4,67.34584045410156,Product 028,220.81,14870.635030670166
P028,2026-05-01,5,72.64305877685547,Product 028,220.81,16040.313808517456
P028,2026-06-01,6,71.3137435913086,Product 028,220.81,15746.78772239685
P028,2026-07-01,7,72.47783660888672,Product 028,220.81,16003.831101608277
P028,2026-08-01,8,72.509521484375,Product 028,220.81,16010.827438964843
P028,2026-09-01,9,72.2464828491211,Product 028,220.81,15952.745877914429
P028,2026-10-01,10,69.2041015625,Product 028,220.81,15280.957666015625
P028,2026-11-01,11,70.17074584960938,Product 028,220.81,15494.402391052246
P028,2026-12-01,12,67.25245666503906,Product 028,220.81,14850.014956207275
P029,2026-01-01,1,43.12995910644531,Product 029,23.83,1027.7869255065916
P029,2026-02-01,2,43.36334228515625,Product 029,23.83,1033.3484466552734
P029,2026-03-01,3,44.55169677734375,Product 029,23.83,1061.6669342041014
P029,2026-04-01,4,40.58266830444336,Product 029,23.83,967.0849856948852
P029,2026-05-01,5,44.18988800048828,Product 029,23.83,1053.0450310516358
P029,2026-06-01,6,48.89076232910156,Product 029,23.83,1165.06686630249
P029,2026-07-01,7,44.6915397644043,Product 029,23.83,1064.9993925857543
P029,2026-08-01,8,51.594234466552734,Product 029,23.83,1229.4906073379516
P029,2026-09-01,9,47.72292709350586,Product 029,23.83,1137.2373526382446
P029,2026-10-01,10,46.601383209228516,Product 029,23.83,1110.5109618759154
P029,2026-11-01,11,48.676334381103516,Product 029,23.83,1159.9570483016967
P029,2026-12-01,12,47.605411529541016,Product 029,23.83,1134.4369567489623
P030,2026-01-01,1,139.30979919433594,Product 030,9.8,1365.2360321044923
P030,2026-02-01,2,163.62481689453125,Product 030,9.8,1603.5232055664064
P030,2026-03-01,3,163.51100158691406,Product 030,9.8,1602.407815551758
P030,2026-04-01,4,163.21795654296875,Product 030,9.8,1599.535974121094
P030,2026-05-01,5,160.11570739746094,Product 030,9.8,1569.1339324951173
P030,2026-06-01,6,169.51519775390625,Product 030,9.8,1661.2489379882813
P030,2026-07-01,7,164.54428100585938,Product 030,9.8,1612.533953857422
P030,2026-08-01,8,179.7670440673828,Product 030,9.8,1761.7170318603517
P030,2026-09-01,9,148.3389434814453,Product 030,9.8,1453.7216461181642
P030,2026-10-01,10,153.36984252929688,Product 030,9.8,1503.0244567871096
P030,2026-11-01,11,151.41944885253906,Product 030,9.8,1483.9105987548828
P030,2026-12-01,12,151.91790771484375,Product 030,9.8,1488.795495605469
P031,2026-01-01,1,101.34941101074219,Product 031,25.19,2552.991663360596
P031,2026-02-01,2,139.02383422851562,Product 031,25.19,3502.010384216309
P031,2026-03-01,3,103.87945556640625,Product 031,25.19,2616.7234857177737
P031,2026-04-01,4,96.09159088134766,Product 031,25.19,2420.5471743011476
P031,2026-05-01,5,121.58200073242188,Product 031,25.19,3062.650598449707
P031,2026-06-01,6,99.17910766601562,Product 031,25.19,2498.3217221069335
P031,2026-07-01,7,144.5746612548828,Product 031,25.19,3641.8357170104982
P031,2026-08-01,8,127.40110778808594,Product 031,25.19,3209.233905181885
P031,2026-09-01,9,108.30101013183594,Product 031,25.19,2728.1024452209476
P031,2026-10-01,10,113.74899291992188,Product 031,25.19,2865.3371316528323
P031,2026-11-01,11,117.41888427734375,Product 031,25.19,2957.781694946289
